LOAN_PAYMENT_ID,LOAN_ID,SCHEDULED_PAYMENT_DATE,ACTUAL_PAYMENT_DATE,SCHEDULED_AMOUNT,TOTAL_PAYMENT_AMOUNT,PRINCIPAL_AMOUNT,INTEREST_AMOUNT,FEE_AMOUNT,PAYMENT_STATUS,PAYMENT_METHOD,CREATED_TS,UPDATED_TS
362,21,2010-12-19,2010-12-19,798.61,798.61,549.32,249.29,0.0,PAID,TRANSFER,2010-12-19 00:00:00,2026-07-18 00:00:00
363,21,2011-01-18,2011-01-18,798.61,798.61,552.47,246.14,0.0,PAID,BRANCH,2011-01-18 00:00:00,2026-07-18 00:00:00
364,21,2011-02-18,2011-02-18,798.61,798.61,555.65,242.96,0.0,PAID,BRANCH,2011-02-18 00:00:00,2026-07-18 00:00:00
365,21,2011-03-20,2011-03-20,798.61,798.61,558.85,239.76,0.0,PAID,CHECK,2011-03-20 00:00:00,2026-07-18 00:00:00
366,22,2024-04-28,2024-04-28,1794.11,1794.11,1377.83,416.28,0.0,PAID,TRANSFER,2024-04-28 00:00:00,2026-07-18 00:00:00
367,22,2024-05-29,2024-05-29,1794.11,1794.11,1393.07,401.04,0.0,PAID,CHECK,2024-05-29 00:00:00,2026-07-18 00:00:00
368,22,2024-06-28,2024-06-28,1794.11,1794.11,1408.48,385.63,0.0,PAID,TRANSFER,2024-06-28 00:00:00,2026-07-18 00:00:00
369,22,2024-07-29,2024-07-29,1794.11,1794.11,1424.06,370.05,0.0,PAID,ACH,2024-07-29 00:00:00,2026-07-18 00:00:00
370,22,2024-08-28,2024-08-28,1794.11,1794.11,1439.81,354.3,0.0,PAID,AUTOPAY,2024-08-28 00:00:00,2026-07-18 00:00:00
371,22,2024-09-28,2024-09-28,1794.11,1794.11,1455.73,338.38,0.0,PAID,CHECK,2024-09-28 00:00:00,2026-07-18 00:00:00
372,22,2024-10-28,2024-10-28,1794.11,1794.11,1471.84,322.27,0.0,PAID,TRANSFER,2024-10-28 00:00:00,2026-07-18 00:00:00
373,22,2024-11-28,2024-11-28,1794.11,1794.11,1488.11,306.0,0.0,PAID,CHECK,2024-11-28 00:00:00,2026-07-18 00:00:00
374,22,2024-12-28,2025-01-12,1794.11,1794.11,1494.39,289.54,10.18,LATE,ACH,2024-12-28 00:00:00,2026-07-18 00:00:00
375,22,2025-01-27,2025-01-27,1794.11,1794.11,1521.1,273.01,0.0,PAID,BRANCH,2025-01-27 00:00:00,2026-07-18 00:00:00
376,22,2025-02-27,2025-02-27,1794.11,1794.11,1537.93,256.18,0.0,PAID,ACH,2025-02-27 00:00:00,2026-07-18 00:00:00
377,22,2025-03-29,2025-04-01,1794.11,1794.11,1528.03,239.17,26.91,LATE,ACH,2025-03-29 00:00:00,2026-07-18 00:00:00
378,22,2025-04-29,2025-04-29,1794.11,1794.11,1571.84,222.27,0.0,PAID,BRANCH,2025-04-29 00:00:00,2026-07-18 00:00:00
379,22,2025-05-29,2025-06-23,1794.11,881.33,676.44,204.89,0.0,PARTIAL,AUTOPAY,2025-05-29 00:00:00,2026-07-18 00:00:00
380,22,2025-06-29,2025-06-29,1794.11,1794.11,1596.71,197.4,0.0,PAID,CHECK,2025-06-29 00:00:00,2026-07-18 00:00:00
381,22,2025-07-29,2025-07-29,1794.11,1794.11,1614.37,179.74,0.0,PAID,AUTOPAY,2025-07-29 00:00:00,2026-07-18 00:00:00
382,22,2025-08-28,2025-08-28,1794.11,1794.11,1632.22,161.89,0.0,PAID,BRANCH,2025-08-28 00:00:00,2026-07-18 00:00:00
383,22,2025-09-28,2025-09-28,1794.11,1794.11,1650.28,143.83,0.0,PAID,CHECK,2025-09-28 00:00:00,2026-07-18 00:00:00
384,22,2025-10-28,2025-10-28,1794.11,1794.11,1668.53,125.58,0.0,PAID,TRANSFER,2025-10-28 00:00:00,2026-07-18 00:00:00
385,22,2025-11-28,2025-11-28,1794.11,1794.11,1686.99,107.12,0.0,PAID,TRANSFER,2025-11-28 00:00:00,2026-07-18 00:00:00
386,22,2025-12-28,2025-12-28,1794.11,1794.11,1705.64,88.47,0.0,PAID,CHECK,2025-12-28 00:00:00,2026-07-18 00:00:00
387,22,2026-01-28,2026-02-22,1794.11,1524.22,1454.62,69.6,0.0,PARTIAL,CHECK,2026-01-28 00:00:00,2026-07-18 00:00:00
388,22,2026-02-27,2026-02-27,1794.11,1794.11,1740.6,53.51,0.0,PAID,ACH,2026-02-27 00:00:00,2026-07-18 00:00:00
389,23,2017-06-15,2017-06-15,1382.9,1382.9,379.28,1003.62,0.0,PAID,BRANCH,2017-06-15 00:00:00,2026-07-18 00:00:00
390,23,2017-07-16,2017-07-16,1382.9,1382.9,382.01,1000.89,0.0,PAID,AUTOPAY,2017-07-16 00:00:00,2026-07-18 00:00:00
391,23,2017-08-15,2017-09-10,1382.9,1382.9,371.02,998.13,13.75,LATE,TRANSFER,2017-08-15 00:00:00,2026-07-18 00:00:00
392,23,2017-09-15,2017-09-15,1382.9,1382.9,387.44,995.46,0.0,PAID,BRANCH,2017-09-15 00:00:00,2026-07-18 00:00:00
393,23,2017-10-15,2017-10-15,1382.9,1382.9,390.24,992.66,0.0,PAID,BRANCH,2017-10-15 00:00:00,2026-07-18 00:00:00
394,23,2017-11-15,2017-11-15,1382.9,1382.9,393.05,989.85,0.0,PAID,BRANCH,2017-11-15 00:00:00,2026-07-18 00:00:00
395,23,2017-12-15,2017-12-15,1382.9,1382.9,395.89,987.01,0.0,PAID,BRANCH,2017-12-15 00:00:00,2026-07-18 00:00:00
396,23,2018-01-15,2018-01-15,1382.9,1382.9,398.74,984.16,0.0,PAID,TRANSFER,2018-01-15 00:00:00,2026-07-18 00:00:00
397,23,2018-02-14,2018-02-14,1382.9,1382.9,401.62,981.28,0.0,PAID,BRANCH,2018-02-14 00:00:00,2026-07-18 00:00:00
398,23,2018-03-16,2018-03-16,1382.9,1382.9,404.52,978.38,0.0,PAID,AUTOPAY,2018-03-16 00:00:00,2026-07-18 00:00:00
399,23,2018-04-16,2018-04-16,1382.9,1382.9,407.43,975.47,0.0,PAID,CHECK,2018-04-16 00:00:00,2026-07-18 00:00:00
400,23,2018-05-16,2018-05-16,1382.9,1382.9,410.37,972.53,0.0,PAID,AUTOPAY,2018-05-16 00:00:00,2026-07-18 00:00:00
401,23,2018-06-16,2018-06-16,1382.9,1382.9,413.33,969.57,0.0,PAID,AUTOPAY,2018-06-16 00:00:00,2026-07-18 00:00:00
402,23,2018-07-16,2018-07-16,1382.9,1382.9,416.31,966.59,0.0,PAID,BRANCH,2018-07-16 00:00:00,2026-07-18 00:00:00
403,23,2018-08-16,2018-08-16,1382.9,1382.9,419.32,963.58,0.0,PAID,BRANCH,2018-08-16 00:00:00,2026-07-18 00:00:00
404,23,2018-09-15,2018-09-15,1382.9,1382.9,422.34,960.56,0.0,PAID,TRANSFER,2018-09-15 00:00:00,2026-07-18 00:00:00
405,24,2022-09-02,2022-09-02,2788.88,2788.88,1053.73,1735.15,0.0,PAID,CHECK,2022-09-02 00:00:00,2026-07-18 00:00:00
406,24,2022-10-03,2022-10-03,2788.88,2788.88,1058.02,1730.86,0.0,PAID,AUTOPAY,2022-10-03 00:00:00,2026-07-18 00:00:00
407,24,2022-11-02,2022-11-02,2788.88,2788.88,1062.31,1726.57,0.0,PAID,TRANSFER,2022-11-02 00:00:00,2026-07-18 00:00:00
408,24,2022-12-03,2022-12-30,2788.88,2788.88,1055.1,1722.25,11.53,LATE,CHECK,2022-12-03 00:00:00,2026-07-18 00:00:00
409,24,2023-01-02,2023-01-02,2788.88,2788.88,1070.92,1717.96,0.0,PAID,CHECK,2023-01-02 00:00:00,2026-07-18 00:00:00
410,24,2023-02-02,2023-02-02,2788.88,2788.88,1075.27,1713.61,0.0,PAID,AUTOPAY,2023-02-02 00:00:00,2026-07-18 00:00:00
411,24,2023-03-04,2023-03-04,2788.88,2788.88,1079.64,1709.24,0.0,PAID,BRANCH,2023-03-04 00:00:00,2026-07-18 00:00:00
412,24,2023-04-04,2023-04-04,2788.88,2788.88,1084.03,1704.85,0.0,PAID,CHECK,2023-04-04 00:00:00,2026-07-18 00:00:00
413,24,2023-05-04,2023-05-04,2788.88,2788.88,1088.43,1700.45,0.0,PAID,CHECK,2023-05-04 00:00:00,2026-07-18 00:00:00
414,24,2023-06-03,2023-06-03,2788.88,2788.88,1092.86,1696.02,0.0,PAID,AUTOPAY,2023-06-03 00:00:00,2026-07-18 00:00:00
415,24,2023-07-04,2023-07-04,2788.88,2788.88,1097.3,1691.58,0.0,PAID,BRANCH,2023-07-04 00:00:00,2026-07-18 00:00:00
416,24,2023-08-03,2023-08-03,2788.88,2788.88,1101.76,1687.12,0.0,PAID,CHECK,2023-08-03 00:00:00,2026-07-18 00:00:00
417,24,2023-09-03,2023-09-03,2788.88,2788.88,1106.23,1682.65,0.0,PAID,TRANSFER,2023-09-03 00:00:00,2026-07-18 00:00:00
418,24,2023-10-03,2023-10-03,2788.88,2788.88,1110.73,1678.15,0.0,PAID,CHECK,2023-10-03 00:00:00,2026-07-18 00:00:00
419,24,2023-11-03,2023-11-03,2788.88,2788.88,1115.24,1673.64,0.0,PAID,BRANCH,2023-11-03 00:00:00,2026-07-18 00:00:00
420,24,2023-12-03,2023-12-03,2788.88,2788.88,1119.77,1669.11,0.0,PAID,AUTOPAY,2023-12-03 00:00:00,2026-07-18 00:00:00
421,24,2024-01-02,2024-01-02,2788.88,2788.88,1124.32,1664.56,0.0,PAID,ACH,2024-01-02 00:00:00,2026-07-18 00:00:00
422,24,2024-02-02,2024-02-02,2788.88,2788.88,1128.89,1659.99,0.0,PAID,ACH,2024-02-02 00:00:00,2026-07-18 00:00:00
423,24,2024-03-03,2024-03-03,2788.88,2788.88,1133.48,1655.4,0.0,PAID,ACH,2024-03-03 00:00:00,2026-07-18 00:00:00
424,24,2024-04-03,2024-04-07,2788.88,2788.88,1118.14,1650.79,19.95,LATE,ACH,2024-04-03 00:00:00,2026-07-18 00:00:00
425,24,2024-05-03,2024-05-03,2788.88,2788.88,1142.63,1646.25,0.0,PAID,TRANSFER,2024-05-03 00:00:00,2026-07-18 00:00:00
426,25,2021-07-06,2021-07-06,3386.14,3386.14,691.84,2694.3,0.0,PAID,ACH,2021-07-06 00:00:00,2026-07-18 00:00:00
427,25,2021-08-06,2021-08-06,3386.14,3386.14,696.43,2689.71,0.0,PAID,TRANSFER,2021-08-06 00:00:00,2026-07-18 00:00:00
428,25,2021-09-05,2021-09-05,3386.14,3386.14,701.06,2685.08,0.0,PAID,BRANCH,2021-09-05 00:00:00,2026-07-18 00:00:00
429,25,2021-10-06,2021-10-06,3386.14,3386.14,705.71,2680.43,0.0,PAID,CHECK,2021-10-06 00:00:00,2026-07-18 00:00:00
430,25,2021-11-05,2021-11-05,3386.14,3386.14,710.4,2675.74,0.0,PAID,ACH,2021-11-05 00:00:00,2026-07-18 00:00:00
431,25,2021-12-06,2021-12-06,3386.14,3386.14,715.11,2671.03,0.0,PAID,CHECK,2021-12-06 00:00:00,2026-07-18 00:00:00
432,25,2022-01-05,2022-01-15,3386.14,3386.14,704.96,2666.28,14.9,LATE,ACH,2022-01-05 00:00:00,2026-07-18 00:00:00
433,25,2022-02-05,2022-02-05,3386.14,3386.14,724.54,2661.6,0.0,PAID,AUTOPAY,2022-02-05 00:00:00,2026-07-18 00:00:00
434,25,2022-03-07,2022-03-07,3386.14,3386.14,729.35,2656.79,0.0,PAID,AUTOPAY,2022-03-07 00:00:00,2026-07-18 00:00:00
435,25,2022-04-06,2022-04-06,3386.14,3386.14,734.19,2651.95,0.0,PAID,BRANCH,2022-04-06 00:00:00,2026-07-18 00:00:00
436,25,2022-05-07,2022-05-07,3386.14,3386.14,739.07,2647.07,0.0,PAID,TRANSFER,2022-05-07 00:00:00,2026-07-18 00:00:00
437,25,2022-06-06,2022-06-06,3386.14,3386.14,743.97,2642.17,0.0,PAID,CHECK,2022-06-06 00:00:00,2026-07-18 00:00:00
438,25,2022-07-07,,3386.14,0.0,0.0,0.0,0.0,MISSED,CHECK,2022-07-07 00:00:00,2026-07-18 00:00:00
439,25,2022-08-06,2022-08-13,3386.14,3386.14,716.24,2637.23,32.67,LATE,CHECK,2022-08-06 00:00:00,2026-07-18 00:00:00
440,25,2022-09-06,2022-10-07,3386.14,3386.14,732.29,2632.47,21.38,LATE,CHECK,2022-09-06 00:00:00,2026-07-18 00:00:00
441,25,2022-10-06,2022-10-06,3386.14,3386.14,758.53,2627.61,0.0,PAID,AUTOPAY,2022-10-06 00:00:00,2026-07-18 00:00:00
442,25,2022-11-05,2022-11-05,3386.14,3386.14,763.57,2622.57,0.0,PAID,TRANSFER,2022-11-05 00:00:00,2026-07-18 00:00:00
443,25,2022-12-06,2022-12-18,3386.14,2617.5,0.0,2617.5,0.0,PARTIAL,ACH,2022-12-06 00:00:00,2026-07-18 00:00:00
444,25,2023-01-05,,3386.14,0.0,0.0,0.0,0.0,MISSED,AUTOPAY,2023-01-05 00:00:00,2026-07-18 00:00:00
445,25,2023-02-05,2023-02-05,3386.14,3386.14,768.64,2617.5,0.0,PAID,TRANSFER,2023-02-05 00:00:00,2026-07-18 00:00:00
446,26,2025-06-28,,3023.37,0.0,0.0,0.0,0.0,MISSED,TRANSFER,2025-06-28 00:00:00,2026-07-18 00:00:00
447,26,2025-07-29,2025-07-29,3023.37,3023.37,1068.43,1954.94,0.0,PAID,CHECK,2025-07-29 00:00:00,2026-07-18 00:00:00
448,26,2025-08-28,2025-08-28,3023.37,3023.37,1073.07,1950.3,0.0,PAID,BRANCH,2025-08-28 00:00:00,2026-07-18 00:00:00
449,26,2025-09-28,2025-10-06,3023.37,3023.37,1037.94,1945.64,39.79,LATE,CHECK,2025-09-28 00:00:00,2026-07-18 00:00:00
450,26,2025-10-28,2025-11-18,3023.37,1941.13,0.0,1941.13,0.0,PARTIAL,ACH,2025-10-28 00:00:00,2026-07-18 00:00:00
451,26,2025-11-28,2025-11-28,3023.37,3023.37,1082.24,1941.13,0.0,PAID,BRANCH,2025-11-28 00:00:00,2026-07-18 00:00:00
452,26,2025-12-28,2025-12-28,3023.37,3023.37,1086.94,1936.43,0.0,PAID,AUTOPAY,2025-12-28 00:00:00,2026-07-18 00:00:00
453,26,2026-01-28,2026-01-28,3023.37,3023.37,1091.66,1931.71,0.0,PAID,CHECK,2026-01-28 00:00:00,2026-07-18 00:00:00
454,26,2026-02-27,2026-02-27,3023.37,3023.37,1096.41,1926.96,0.0,PAID,TRANSFER,2026-02-27 00:00:00,2026-07-18 00:00:00
455,26,2026-03-29,2026-03-29,3023.37,3023.37,1101.17,1922.2,0.0,PAID,TRANSFER,2026-03-29 00:00:00,2026-07-18 00:00:00
456,26,2026-04-29,,3023.37,0.0,0.0,0.0,0.0,MISSED,ACH,2026-04-29 00:00:00,2026-07-18 00:00:00
457,26,2026-05-29,2026-05-29,3023.37,3023.37,1105.95,1917.42,0.0,PAID,CHECK,2026-05-29 00:00:00,2026-07-18 00:00:00
458,26,2026-06-29,2026-06-29,3023.37,3023.37,1110.75,1912.62,0.0,PAID,CHECK,2026-06-29 00:00:00,2026-07-18 00:00:00
459,26,2026-07-29,2026-07-29,3023.37,3023.37,1115.58,1907.79,0.0,PAID,TRANSFER,2026-07-29 00:00:00,2026-07-18 00:00:00
460,27,2021-12-24,2021-12-24,1019.09,1019.09,250.98,768.11,0.0,PAID,BRANCH,2021-12-24 00:00:00,2026-07-18 00:00:00
461,27,2022-01-24,2022-01-24,1019.09,1019.09,252.45,766.64,0.0,PAID,TRANSFER,2022-01-24 00:00:00,2026-07-18 00:00:00
462,27,2022-02-23,2022-02-23,1019.09,1019.09,253.93,765.16,0.0,PAID,CHECK,2022-02-23 00:00:00,2026-07-18 00:00:00
463,27,2022-03-26,2022-03-27,1019.09,1019.09,223.37,763.68,32.04,LATE,ACH,2022-03-26 00:00:00,2026-07-18 00:00:00
464,27,2022-04-25,2022-04-25,1019.09,1019.09,256.72,762.37,0.0,PAID,CHECK,2022-04-25 00:00:00,2026-07-18 00:00:00
465,27,2022-05-26,2022-06-20,1019.09,1019.09,236.58,760.86,21.65,LATE,TRANSFER,2022-05-26 00:00:00,2026-07-18 00:00:00
466,27,2022-06-25,2022-06-25,1019.09,1019.09,259.61,759.48,0.0,PAID,TRANSFER,2022-06-25 00:00:00,2026-07-18 00:00:00
467,27,2022-07-26,2022-07-26,1019.09,1019.09,261.13,757.96,0.0,PAID,AUTOPAY,2022-07-26 00:00:00,2026-07-18 00:00:00
468,27,2022-08-25,2022-09-22,1019.09,1019.09,240.44,756.43,22.22,LATE,TRANSFER,2022-08-25 00:00:00,2026-07-18 00:00:00
469,27,2022-09-24,2022-09-24,1019.09,1019.09,264.07,755.02,0.0,PAID,TRANSFER,2022-09-24 00:00:00,2026-07-18 00:00:00
470,27,2022-10-25,2022-10-25,1019.09,1019.09,265.61,753.48,0.0,PAID,AUTOPAY,2022-10-25 00:00:00,2026-07-18 00:00:00
471,27,2022-11-24,2022-11-24,1019.09,1019.09,267.17,751.92,0.0,PAID,TRANSFER,2022-11-24 00:00:00,2026-07-18 00:00:00
472,27,2022-12-25,2022-12-25,1019.09,1019.09,268.73,750.36,0.0,PAID,BRANCH,2022-12-25 00:00:00,2026-07-18 00:00:00
473,27,2023-01-24,2023-01-30,1019.09,1019.09,236.15,748.78,34.16,LATE,TRANSFER,2023-01-24 00:00:00,2026-07-18 00:00:00
474,28,2018-12-20,2018-12-28,3792.54,3792.54,1602.44,2179.41,10.69,LATE,CHECK,2018-12-20 00:00:00,2026-07-18 00:00:00
475,28,2019-01-20,2019-01-20,3792.54,3792.54,1618.85,2173.69,0.0,PAID,ACH,2019-01-20 00:00:00,2026-07-18 00:00:00
476,28,2019-02-19,2019-02-19,3792.54,3792.54,1624.63,2167.91,0.0,PAID,CHECK,2019-02-19 00:00:00,2026-07-18 00:00:00
477,28,2019-03-22,2019-03-22,3792.54,3792.54,1630.43,2162.11,0.0,PAID,CHECK,2019-03-22 00:00:00,2026-07-18 00:00:00
478,28,2019-04-21,2019-04-21,3792.54,3792.54,1636.24,2156.3,0.0,PAID,CHECK,2019-04-21 00:00:00,2026-07-18 00:00:00
479,28,2019-05-22,2019-05-22,3792.54,3792.54,1642.08,2150.46,0.0,PAID,ACH,2019-05-22 00:00:00,2026-07-18 00:00:00
480,28,2019-06-21,2019-06-21,3792.54,3792.54,1647.94,2144.6,0.0,PAID,ACH,2019-06-21 00:00:00,2026-07-18 00:00:00
481,28,2019-07-22,2019-07-22,3792.54,3792.54,1653.82,2138.72,0.0,PAID,TRANSFER,2019-07-22 00:00:00,2026-07-18 00:00:00
482,28,2019-08-21,2019-08-26,3792.54,3792.54,1645.03,2132.82,14.69,LATE,BRANCH,2019-08-21 00:00:00,2026-07-18 00:00:00
483,28,2019-09-20,2019-09-20,3792.54,3792.54,1665.59,2126.95,0.0,PAID,TRANSFER,2019-09-20 00:00:00,2026-07-18 00:00:00
484,28,2019-10-21,2019-10-21,3792.54,3792.54,1671.54,2121.0,0.0,PAID,ACH,2019-10-21 00:00:00,2026-07-18 00:00:00
485,28,2019-11-20,2019-11-20,3792.54,3792.54,1677.5,2115.04,0.0,PAID,ACH,2019-11-20 00:00:00,2026-07-18 00:00:00
486,28,2019-12-21,2019-12-21,3792.54,3792.54,1683.49,2109.05,0.0,PAID,CHECK,2019-12-21 00:00:00,2026-07-18 00:00:00
487,28,2020-01-20,2020-01-26,3792.54,3792.54,1673.92,2103.05,15.57,LATE,ACH,2020-01-20 00:00:00,2026-07-18 00:00:00
488,28,2020-02-20,2020-02-20,3792.54,3792.54,1695.47,2097.07,0.0,PAID,CHECK,2020-02-20 00:00:00,2026-07-18 00:00:00
489,28,2020-03-21,2020-03-21,3792.54,3792.54,1701.52,2091.02,0.0,PAID,ACH,2020-03-21 00:00:00,2026-07-18 00:00:00
490,28,2020-04-20,2020-04-20,3792.54,3792.54,1707.59,2084.95,0.0,PAID,AUTOPAY,2020-04-20 00:00:00,2026-07-18 00:00:00
491,28,2020-05-21,2020-05-21,3792.54,3792.54,1713.68,2078.86,0.0,PAID,CHECK,2020-05-21 00:00:00,2026-07-18 00:00:00
492,28,2020-06-20,2020-06-20,3792.54,3792.54,1719.8,2072.74,0.0,PAID,BRANCH,2020-06-20 00:00:00,2026-07-18 00:00:00
493,28,2020-07-21,2020-07-21,3792.54,3792.54,1725.93,2066.61,0.0,PAID,CHECK,2020-07-21 00:00:00,2026-07-18 00:00:00
494,28,2020-08-20,2020-08-20,3792.54,3792.54,1732.09,2060.45,0.0,PAID,AUTOPAY,2020-08-20 00:00:00,2026-07-18 00:00:00
495,29,2026-05-18,2026-05-18,424.58,424.58,195.9,228.68,0.0,PAID,ACH,2026-05-18 00:00:00,2026-07-18 00:00:00
496,29,2026-06-18,2026-06-18,424.58,424.58,198.44,226.14,0.0,PAID,CHECK,2026-06-18 00:00:00,2026-07-18 00:00:00
497,29,2026-07-18,2026-07-18,424.58,424.58,201.01,223.57,0.0,PAID,AUTOPAY,2026-07-18 00:00:00,2026-07-18 00:00:00
498,30,2026-05-20,2026-05-20,1216.58,1216.58,603.49,613.09,0.0,PAID,CHECK,2026-05-20 00:00:00,2026-07-18 00:00:00
499,30,2026-06-20,2026-06-20,1216.58,1216.58,607.02,609.56,0.0,PAID,ACH,2026-06-20 00:00:00,2026-07-18 00:00:00
500,30,2026-07-20,2026-07-20,1216.58,1216.58,610.58,606.0,0.0,PAID,TRANSFER,2026-07-20 00:00:00,2026-07-18 00:00:00
501,31,2019-02-23,2019-02-23,381.0,381.0,277.62,103.38,0.0,PAID,AUTOPAY,2019-02-23 00:00:00,2026-07-18 00:00:00
502,31,2019-03-26,2019-03-26,381.0,381.0,280.07,100.93,0.0,PAID,BRANCH,2019-03-26 00:00:00,2026-07-18 00:00:00
503,31,2019-04-25,2019-04-25,381.0,381.0,282.55,98.45,0.0,PAID,TRANSFER,2019-04-25 00:00:00,2026-07-18 00:00:00
504,31,2019-05-26,2019-05-26,381.0,381.0,285.04,95.96,0.0,PAID,TRANSFER,2019-05-26 00:00:00,2026-07-18 00:00:00
505,31,2019-06-25,2019-06-25,381.0,381.0,287.56,93.44,0.0,PAID,CHECK,2019-06-25 00:00:00,2026-07-18 00:00:00
506,31,2019-07-26,2019-07-26,381.0,381.0,290.1,90.9,0.0,PAID,TRANSFER,2019-07-26 00:00:00,2026-07-18 00:00:00
507,31,2019-08-25,2019-08-25,381.0,381.0,292.66,88.34,0.0,PAID,CHECK,2019-08-25 00:00:00,2026-07-18 00:00:00
508,31,2019-09-25,2019-09-25,381.0,381.0,295.25,85.75,0.0,PAID,ACH,2019-09-25 00:00:00,2026-07-18 00:00:00
509,31,2019-10-25,2019-10-25,381.0,381.0,297.85,83.15,0.0,PAID,ACH,2019-10-25 00:00:00,2026-07-18 00:00:00
510,31,2019-11-24,2019-11-24,381.0,381.0,300.48,80.52,0.0,PAID,BRANCH,2019-11-24 00:00:00,2026-07-18 00:00:00
511,31,2019-12-25,2019-12-25,381.0,381.0,303.14,77.86,0.0,PAID,BRANCH,2019-12-25 00:00:00,2026-07-18 00:00:00
512,31,2020-01-24,2020-01-24,381.0,381.0,305.81,75.19,0.0,PAID,ACH,2020-01-24 00:00:00,2026-07-18 00:00:00
513,31,2020-02-24,2020-02-24,381.0,381.0,308.52,72.48,0.0,PAID,TRANSFER,2020-02-24 00:00:00,2026-07-18 00:00:00
514,31,2020-03-25,2020-03-25,381.0,381.0,311.24,69.76,0.0,PAID,AUTOPAY,2020-03-25 00:00:00,2026-07-18 00:00:00
515,31,2020-04-25,2020-04-25,381.0,381.0,313.99,67.01,0.0,PAID,ACH,2020-04-25 00:00:00,2026-07-18 00:00:00
516,31,2020-05-25,2020-05-25,381.0,381.0,316.76,64.24,0.0,PAID,TRANSFER,2020-05-25 00:00:00,2026-07-18 00:00:00
517,31,2020-06-24,2020-06-24,381.0,381.0,319.56,61.44,0.0,PAID,BRANCH,2020-06-24 00:00:00,2026-07-18 00:00:00
518,31,2020-07-25,2020-07-25,381.0,381.0,322.38,58.62,0.0,PAID,TRANSFER,2020-07-25 00:00:00,2026-07-18 00:00:00
519,31,2020-08-24,2020-08-24,381.0,381.0,325.23,55.77,0.0,PAID,TRANSFER,2020-08-24 00:00:00,2026-07-18 00:00:00
520,31,2020-09-24,2020-09-24,381.0,381.0,328.1,52.9,0.0,PAID,CHECK,2020-09-24 00:00:00,2026-07-18 00:00:00
521,32,2024-12-06,2024-12-06,2870.75,2870.75,743.63,2127.12,0.0,PAID,CHECK,2024-12-06 00:00:00,2026-07-18 00:00:00
522,32,2025-01-06,2025-01-06,2870.75,2870.75,746.42,2124.33,0.0,PAID,TRANSFER,2025-01-06 00:00:00,2026-07-18 00:00:00
523,32,2025-02-05,2025-02-05,2870.75,2870.75,749.23,2121.52,0.0,PAID,BRANCH,2025-02-05 00:00:00,2026-07-18 00:00:00
524,32,2025-03-08,2025-03-08,2870.75,2870.75,752.04,2118.71,0.0,PAID,BRANCH,2025-03-08 00:00:00,2026-07-18 00:00:00
525,32,2025-04-07,2025-04-07,2870.75,2870.75,754.87,2115.88,0.0,PAID,BRANCH,2025-04-07 00:00:00,2026-07-18 00:00:00
526,32,2025-05-08,2025-05-08,2870.75,2870.75,757.71,2113.04,0.0,PAID,CHECK,2025-05-08 00:00:00,2026-07-18 00:00:00
527,32,2025-06-07,2025-06-07,2870.75,2870.75,760.56,2110.19,0.0,PAID,BRANCH,2025-06-07 00:00:00,2026-07-18 00:00:00
528,32,2025-07-08,2025-07-08,2870.75,2870.75,763.42,2107.33,0.0,PAID,ACH,2025-07-08 00:00:00,2026-07-18 00:00:00
529,32,2025-08-07,2025-08-28,2870.75,2870.75,744.85,2104.46,21.44,LATE,CHECK,2025-08-07 00:00:00,2026-07-18 00:00:00
530,32,2025-09-06,2025-09-06,2870.75,2870.75,769.09,2101.66,0.0,PAID,ACH,2025-09-06 00:00:00,2026-07-18 00:00:00
531,32,2025-10-07,2025-10-07,2870.75,2870.75,771.98,2098.77,0.0,PAID,CHECK,2025-10-07 00:00:00,2026-07-18 00:00:00
532,32,2025-11-06,2025-11-06,2870.75,2870.75,774.88,2095.87,0.0,PAID,CHECK,2025-11-06 00:00:00,2026-07-18 00:00:00
533,32,2025-12-07,2025-12-07,2870.75,2870.75,777.79,2092.96,0.0,PAID,ACH,2025-12-07 00:00:00,2026-07-18 00:00:00
534,32,2026-01-06,2026-01-06,2870.75,2870.75,780.72,2090.03,0.0,PAID,CHECK,2026-01-06 00:00:00,2026-07-18 00:00:00
535,32,2026-02-06,2026-02-06,2870.75,2870.75,783.65,2087.1,0.0,PAID,CHECK,2026-02-06 00:00:00,2026-07-18 00:00:00
536,32,2026-03-08,2026-03-08,2870.75,2870.75,786.6,2084.15,0.0,PAID,BRANCH,2026-03-08 00:00:00,2026-07-18 00:00:00
537,33,2014-07-22,2014-08-09,1748.3,1748.3,317.5,1413.97,16.83,LATE,BRANCH,2014-07-22 00:00:00,2026-07-18 00:00:00
538,33,2014-08-22,2014-08-22,1748.3,1748.3,336.53,1411.77,0.0,PAID,BRANCH,2014-08-22 00:00:00,2026-07-18 00:00:00
539,33,2014-09-21,2014-09-21,1748.3,1748.3,338.85,1409.45,0.0,PAID,CHECK,2014-09-21 00:00:00,2026-07-18 00:00:00
540,33,2014-10-22,2014-10-22,1748.3,1748.3,341.2,1407.1,0.0,PAID,ACH,2014-10-22 00:00:00,2026-07-18 00:00:00
541,33,2014-11-21,2014-11-21,1748.3,1748.3,343.56,1404.74,0.0,PAID,ACH,2014-11-21 00:00:00,2026-07-18 00:00:00
